code,level-front-120,level-future-120,trend,front-min_time,front-min_up_or_down,front-max_time,front-max_up_or_down,future-min_time,future-min_up_or_down,future-max_time,future-max_up_or_down,percent
300334.SZ津膜科技,-0.48831054448396305,-1.287149054009578,-0.798838509525615,2023-05-18 00:00:00,-6.205890809530537,2023-02-06 00:00:00,6.422171413968882,2023-09-15 00:00:00,-7.070860519801482,2023-06-06 00:00:00,5.9471359769780054,0.6041666666666666
300474.SZ景嘉微,-0.1738270032655304,-0.9721646457321286,-0.7983376424665982,2023-05-18 00:00:00,-6.086674320316907,2023-02-23 00:00:00,7.655102764941978,2023-09-15 00:00:00,-6.642595623084608,2023-08-22 00:00:00,6.766424221207222,0.6530612244897959
300615.SZ欣天科技,-0.29593108266535806,-1.0938310540787193,-0.7978999714133612,2023-03-02 00:00:00,-7.402110276673954,2023-03-16 00:00:00,6.586748982865834,2023-08-29 00:00:00,-7.493352006163221,2023-06-23 00:00:00,5.144085457766635,0.5
301061.SZ匠心家居,1.5478019893993078,0.750189484560845,-0.7976125048384628,2023-04-18 00:00:00,-4.45017376891698,2023-02-13 00:00:00,8.692246055520236,2023-06-17 00:00:00,-4.72,2023-06-13 00:00:00,7.64,0.7619047619047619
300493.SZ润欣科技,-1.157061789948324,-1.9522065066960028,-0.7951447167476788,2023-04-17 00:00:00,-7.149704389371006,2023-02-13 00:00:00,6.188877523455263,2023-06-16 00:00:00,-7.6069223323400434,2023-07-31 00:00:00,5.0522861230725455,0.3877551020408163
002913.SZ奥士康,-1.0838863329385682,-1.8789147489862885,-0.7950284160477203,2023-02-26 00:00:00,-7.08953507381911,2023-03-27 00:00:00,8.841929169287639,2023-07-07 00:00:00,-7.032786463046071,2023-09-23 00:00:00,5.522653027640395,0.38095238095238093
600389.SH江山股份,0.4501191274333956,-0.3447203811489533,-0.794839508582349,2023-03-26 00:00:00,-8.118957451645556,2023-05-06 00:00:00,6.495185955116041,2023-09-22 00:00:00,-7.383467111401147,2023-07-05 00:00:00,5.145986323155197,0.5227272727272727
002170.SZ芭田股份,-2.8363853826537966,-3.630335972084758,-0.7939505894309615,2023-03-13 00:00:00,-9.06302040110935,2023-02-26 00:00:00,5.170004278826356,2023-06-22 00:00:00,-9.649184188918989,2023-08-25 00:00:00,3.8054338031818657,0.22807017543859648
603040.SH新坐标,-1.9269291912579656,-2.7206945375412275,-0.7937653462832619,2023-04-21 00:00:00,-7.808698162566101,2023-02-18 00:00:00,7.158421760616678,2023-09-06 00:00:00,-8.39539426574332,2023-06-18 00:00:00,4.368488759958465,0.6326530612244898
600525.SH长园集团,-0.6031004710449475,-1.3964416941926892,-0.7933412231477417,2023-03-18 00:00:00,-7.963855930469278,2023-05-22 00:00:00,6.239530978263099,2023-07-16 00:00:00,-7.492031949264378,2023-08-22 00:00:00,4.992222716600521,0.4090909090909091
603298.SH杭叉集团,-1.3837384426639068,-2.175889366127973,-0.7921509234640662,2023-03-10 00:00:00,-7.258729939622703,2023-02-09 00:00:00,5.67051250343216,2023-07-08 00:00:00,-7.835608055876014,2023-08-08 00:00:00,4.962583803915141,0.46938775510204084
002769.SZ普路通,-1.5763789752110227,-2.3680769510095896,-0.7916979757985669,2023-05-09 00:00:00,-8.668136584474336,2023-02-24 00:00:00,7.575966611713806,2023-07-08 00:00:00,-8.776411759075202,2023-08-23 00:00:00,5.769298877950074,0.8461538461538461
002587.SZ奥拓电子,0.9280707190378519,0.13863691480302254,-0.7894338042348293,2023-03-09 00:00:00,-6.91739304275405,2023-02-23 00:00:00,7.181782811147139,2023-09-05 00:00:00,-6.4356253731722886,2023-08-05 00:00:00,6.30897612235004,0.62
603922.SH金鸿顺,-1.4069957504704338,-2.1959340785184756,-0.7889383280480418,2023-02-20 00:00:00,-8.20214549642564,2023-03-26 00:00:00,5.72084904479053,2023-06-20 00:00:00,-8.409539038689712,2023-09-22 00:00:00,4.535417555580386,0.52
000520.SZ长航凤凰,-1.0795437795050107,-1.8684171090962054,-0.7888733295911947,2023-03-24 00:00:00,-7.966650155071208,2023-05-10 00:00:00,7.07304620333563,2023-09-20 00:00:00,-7.364331944236378,2023-07-09 00:00:00,6.4505022745794,0.75
002827.SZ高争民爆,-0.9196836575710303,-1.7085563799690453,-0.788872722398015,2023-03-02 00:00:00,-7.100028712480853,2023-05-31 00:00:00,5.605890213253863,2023-06-30 00:00:00,-8.760281839256336,2023-07-30 00:00:00,6.154490096160969,0.3409090909090909
002912.SZ中新赛克,-0.8289005628129327,-1.615877713412754,-0.7869771505998213,2023-05-02 00:00:00,-7.608700788964159,2023-04-01 00:00:00,7.79638976948365,2023-09-21 00:00:00,-8.094791634242654,2023-08-22 00:00:00,5.707472664616042,0.6041666666666666
600522.SH中天科技,-0.0569759463511546,-0.8439066619423975,-0.786930715591243,2023-03-09 00:00:00,-8.006969051126664,2023-02-23 00:00:00,7.888358075926199,2023-09-05 00:00:00,-6.487076089767476,2023-08-22 00:00:00,5.872923910232522,0.45714285714285713
300366.SZ创意信息,-2.7634979163576814,-3.5490497517796724,-0.785551835421991,2023-05-08 00:00:00,-8.072603365456246,2023-02-24 00:00:00,5.868760081471412,2023-07-07 00:00:00,-8.15106870150848,2023-08-23 00:00:00,4.612666543975609,0.29508196721311475
002787.SZ华源控股,-0.7176531114580217,-1.5031575220304323,-0.7855044105724106,2023-05-07 00:00:00,-7.03848135495414,2023-03-30 00:00:00,5.5097033008972875,2023-09-04 00:00:00,-8.409713254111036,2023-07-28 00:00:00,5.061939659787501,0.6842105263157895
600486.SH扬农化工,0.3938771102734664,-0.3910455400440566,-0.7849226503175231,2023-02-27 00:00:00,-6.585173044696119,2023-04-27 00:00:00,5.998897919552885,2023-08-26 00:00:00,-8.065925079947409,2023-06-26 00:00:00,5.410012118765648,0.425
603357.SH设计总院,-0.8576655879774356,-1.642367213382695,-0.7847016254052593,2023-05-23 00:00:00,-6.858269594168238,2023-04-01 00:00:00,6.393712517559023,2023-09-20 00:00:00,-7.457907159888633,2023-07-30 00:00:00,5.424218078105565,0.37209302325581395
300617.SZ安靠智电,0.6339786299696131,-0.14999499161634525,-0.7839736215859583,2023-05-02 00:00:00,-6.745022233634489,2023-02-11 00:00:00,7.315999818330227,2023-08-30 00:00:00,-6.639518755577575,2023-07-14 00:00:00,6.075817481806883,0.5121951219512195
603933.SH睿能科技,-1.8899300527321317,-2.673170997487776,-0.7832409447556445,2023-05-07 00:00:00,-6.67087181802566,2023-03-23 00:00:00,6.095676275115497,2023-07-06 00:00:00,-8.32908809259694,2023-09-19 00:00:00,4.551772892539137,0.4523809523809524
600879.SH航天电子,-0.9576218539056751,-1.7405864364015922,-0.782964582495917,2023-03-26 00:00:00,-9.148773025073604,2023-02-11 00:00:00,7.09750534625921,2023-09-22 00:00:00,-7.813162509698499,2023-08-10 00:00:00,5.154049420493095,0.34
603477.SH巨星农牧,-0.25573318595319494,-1.038233196123588,-0.7825000101703931,2023-05-02 00:00:00,-8.942564185561896,2023-02-02 00:00:00,8.187242891809293,2023-07-07 00:00:00,-9.049635385270843,2023-06-02 00:00:00,5.266165021316582,0.7450980392156863
300626.SZ华瑞股份,-1.6247942554002197,-2.4070684240890605,-0.7822741686888408,2023-02-27 00:00:00,-8.061117689825313,2023-04-02 00:00:00,4.910477503234707,2023-06-27 00:00:00,-9.553379870064594,2023-09-29 00:00:00,3.967816692407414,0.46153846153846156
603876.SH鼎胜新材,-1.5638334101973332,-2.3460562726015004,-0.7822228624041672,2023-02-20 00:00:00,-9.599004173000214,2023-04-19 00:00:00,5.0445500238283,2023-08-19 00:00:00,-9.413286625469944,2023-06-18 00:00:00,3.231845939949327,0.8
300718.SZ长盛轴承,-2.6414335134172946,-3.4234603424471595,-0.7820268290298649,2023-02-17 00:00:00,-8.921586179398535,2023-05-09 00:00:00,3.846551212431101,2023-06-17 00:00:00,-10.0,2023-08-14 00:00:00,4.041725428731946,0.6607142857142857
002803.SZ吉宏股份,0.3267080710904014,-0.4551465760331938,-0.7818546471235952,2023-05-28 00:00:00,-5.335387465912058,2023-02-23 00:00:00,6.406850316537147,2023-09-25 00:00:00,-6.9453165850055845,2023-08-22 00:00:00,6.800874936393495,0.5454545454545454
600426.SH华鲁恒升,-0.7711943416492901,-1.5528812086640849,-0.7816868670147947,2023-03-31 00:00:00,-9.492273937762006,2023-03-01 00:00:00,4.947936295926823,2023-09-27 00:00:00,-8.780639665881395,2023-06-29 00:00:00,3.440650776120446,0.6818181818181818
000797.SZ中国武夷,-2.0074266129623735,-2.7889660462106924,-0.781539433248319,2023-03-09 00:00:00,-8.814270699362527,2023-02-16 00:00:00,5.534237375418731,2023-09-05 00:00:00,-8.47965427453974,2023-08-15 00:00:00,3.8803457254602587,0.44680851063829785
000731.SZ四川美丰,-0.6040724829826346,-1.3842588319370088,-0.7801863489543742,2023-03-09 00:00:00,-8.688469623525473,2023-03-01 00:00:00,4.591709112875085,2023-09-05 00:00:00,-9.240972515473526,2023-07-27 00:00:00,4.9469363199463166,0.6923076923076923
000993.SZ闽东电力,-0.5832642490744522,-1.3633930882106442,-0.780128839136192,2023-03-08 00:00:00,-7.842983773972767,2023-02-23 00:00:00,5.490657638170009,2023-07-06 00:00:00,-9.27188303057342,2023-07-10 00:00:00,5.400173929024663,0.40476190476190477
300413.SZ芒果超媒,0.6317511263155425,-0.14755400846173133,-0.7793051347772739,2023-04-23 00:00:00,-6.992952940469906,2023-02-23 00:00:00,6.321774472568696,2023-06-22 00:00:00,-7.26115543503075,2023-09-10 00:00:00,5.184715296772998,0.7209302325581395
600979.SH广安爱众,0.23350434372129622,-0.5452460125214388,-0.778750356242735,2023-03-26 00:00:00,-8.336384747268816,2023-02-23 00:00:00,6.226347352469623,2023-09-22 00:00:00,-8.335575015626091,2023-08-05 00:00:00,4.976487763082509,0.42424242424242425
300733.SZ西菱动力,-1.7137611666873014,-2.4920247406470653,-0.7782635739597639,2023-04-09 00:00:00,-8.459992350061135,2023-03-16 00:00:00,6.735657758143921,2023-07-06 00:00:00,-9.534072211641416,2023-09-12 00:00:00,4.5947724106823316,0.6170212765957447
603787.SH新日股份,-0.48123886146724637,-1.2594950691531677,-0.7782562076859213,2023-04-18 00:00:00,-6.734895888884115,2023-02-06 00:00:00,6.8758873726543515,2023-06-17 00:00:00,-6.619293734299594,2023-09-28 00:00:00,5.6136236443839564,0.5952380952380952
300683.SZ海特生物,0.5334490283086232,-0.24459208998286122,-0.7780411182914844,2023-04-18 00:00:00,-6.2479267948101835,2023-03-10 00:00:00,8.057923645466383,2023-08-16 00:00:00,-6.279891313021814,2023-09-14 00:00:00,6.9745757783104665,0.4772727272727273
002422.SZ科伦药业,0.7147242777511557,-0.061667939938563884,-0.7763922176897196,2023-05-08 00:00:00,-7.7857016929995915,2023-04-08 00:00:00,4.944614900498642,2023-09-05 00:00:00,-8.021822038034689,2023-09-10 00:00:00,4.956530623193462,0.43333333333333335
300912.SZ凯龙高科,2.012156590263076,1.2382147420429923,-0.7739418482200835,2023-04-28 00:00:00,-7.08,2023-02-23 00:00:00,9.4011596926407,2023-06-27 00:00:00,-4.72,2023-06-23 00:00:00,7.640000000000001,0.71875
600420.SH国药现代,0.09001210790087515,-0.6825052613791281,-0.7725173692800033,2023-03-09 00:00:00,-7.333847409102356,2023-05-05 00:00:00,6.276055575819624,2023-09-05 00:00:00,-6.996232551559057,2023-09-02 00:00:00,5.363767448440945,0.47619047619047616
600683.SH京投发展,-1.1805255345604673,-1.952019099665716,-0.7714935651052488,2023-03-21 00:00:00,-8.080543082110792,2023-02-23 00:00:00,5.805617189286833,2023-09-17 00:00:00,-8.22288072902044,2023-08-22 00:00:00,5.1736323030548315,0.4666666666666667
300344.SZ立方数科,0.22109324012005918,-0.5492437548946224,-0.7703369950146816,2023-04-20 00:00:00,-6.233705164943236,2023-02-23 00:00:00,7.6517264304319355,2023-09-16 00:00:00,-6.874082690919452,2023-08-22 00:00:00,5.597291793567841,0.5777777777777777
002057.SZ中钢天源,-1.1590310713914325,-1.9283687103794365,-0.769337638988004,2023-03-31 00:00:00,-9.895627131358768,2023-05-16 00:00:00,5.785272917270362,2023-06-17 00:00:00,-9.88073235539131,2023-08-06 00:00:00,4.0754149551129,0.6521739130434783
600703.SH三安光电,-2.2107332727954114,-2.980066810954801,-0.7693335381593895,2023-04-25 00:00:00,-8.033918374255439,2023-05-06 00:00:00,6.192821355837009,2023-08-23 00:00:00,-9.240125821930086,2023-07-05 00:00:00,4.256510201839314,0.32
600586.SH金晶科技,-2.1222224077866816,-2.891501951738809,-0.7692795439521274,2023-03-09 00:00:00,-10.0,2023-02-22 00:00:00,5.911710689251474,2023-07-07 00:00:00,-8.63021658025962,2023-08-21 00:00:00,4.02977122989719,0.6666666666666666
000503.SZ国新健康,-0.6400253659456401,-1.4086795331053812,-0.7686541671597411,2023-03-09 00:00:00,-7.964954201156579,2023-03-01 00:00:00,7.230346117377332,2023-09-11 00:00:00,-7.089939566279868,2023-08-28 00:00:00,5.492555783894788,0.425531914893617
000523.SZ广州浪奇,-1.905955059227072,-2.67446124494722,-0.7685061857201478,2023-03-09 00:00:00,-9.456053157281623,2023-04-30 00:00:00,4.869133412293341,2023-09-05 00:00:00,-8.809976049596473,2023-08-28 00:00:00,3.550023950403525,0.8048780487804879
002078.SZ太阳纸业,-2.128864667860265,-2.8971447298977244,-0.7682800620374595,2023-03-09 00:00:00,-8.767514437159404,2023-02-23 00:00:00,5.5581444881635775,2023-09-05 00:00:00,-8.761447976378694,2023-09-02 00:00:00,3.5985520236213038,0.7924528301886793
603928.SH兴业股份,-0.4395693699903331,-1.2078200054662647,-0.7682506354759315,2023-04-17 00:00:00,-7.570626664608885,2023-05-06 00:00:00,7.984188339390032,2023-07-17 00:00:00,-8.532207506754466,2023-09-03 00:00:00,5.204552239556402,0.5531914893617021
601881.SH中国银河,-0.4762520853947866,-1.244121278383481,-0.7678691929886944,2023-05-18 00:00:00,-8.553137129163982,2023-04-24 00:00:00,5.966407177960166,2023-09-15 00:00:00,-8.084726987258616,2023-08-22 00:00:00,4.948161705943008,0.5853658536585366
002281.SZ光迅科技,2.481330131269952,1.7144731565340783,-0.7668569747358738,2023-03-21 00:00:00,-3.884374427411645,2023-05-31 00:00:00,9.05265688222326,2023-09-17 00:00:00,-5.44723031316645,2023-08-22 00:00:00,7.885817111613767,0.9
603767.SH中马传动,-0.8304692301903601,-1.5967845346197582,-0.7663153044293981,2023-03-08 00:00:00,-7.608111064432915,2023-05-30 00:00:00,5.555131481848471,2023-07-06 00:00:00,-9.016348573628296,2023-09-27 00:00:00,3.9029988178351136,0.4473684210526316
603278.SH大业股份,-0.4560207832296135,-1.2220306224604789,-0.7660098392308654,2023-04-08 00:00:00,-4.963099322604897,2023-02-21 00:00:00,5.872590535137861,2023-09-05 00:00:00,-6.818552332403404,2023-06-21 00:00:00,5.590614569361769,0.35
300523.SZ辰安科技,1.848125467205783,1.0821611222614838,-0.7659643449442992,2023-04-18 00:00:00,-6.433589030614139,2023-03-14 00:00:00,8.836668460953877,2023-06-17 00:00:00,-5.738558518569958,2023-08-27 00:00:00,6.794520029006842,0.75
002099.SZ海翔药业,-1.8711507536677943,-2.6354211730991937,-0.7642704194313994,2023-05-03 00:00:00,-8.499820850698438,2023-02-06 00:00:00,5.371845497719953,2023-09-05 00:00:00,-8.952462898503033,2023-08-05 00:00:00,5.330781804360259,0.35294117647058826
301019.SZ宁波色母,3.9522555639184684,3.1884987735067214,-0.763756790411747,2023-02-20 00:00:00,-4.317566264531671,2023-05-11 00:00:00,8.887509885324619,2023-06-20 00:00:00,-4.72,2023-07-10 00:00:00,7.64,0.5147058823529411
002712.SZ思美传媒,-2.8042420391036327,-3.5644493239763166,-0.760207284872684,2023-05-22 00:00:00,-8.487400050914957,2023-04-24 00:00:00,7.873981856332764,2023-07-21 00:00:00,-8.356737791492677,2023-06-23 00:00:00,5.172638445913176,0.2033898305084746
002129.SZTCL中环,-0.5596126853422206,-1.3175743238952278,-0.7579616385530071,2023-03-19 00:00:00,-8.069227326554042,2023-02-23 00:00:00,5.996567749404623,2023-07-17 00:00:00,-8.952563370560044,2023-06-23 00:00:00,5.577592067860057,0.6944444444444444
600602.SH云赛智联,-0.1863718567975953,-0.9443048976892258,-0.7579330408916305,2023-05-19 00:00:00,-7.950042626492613,2023-02-21 00:00:00,6.471359881768566,2023-09-16 00:00:00,-7.009337955729801,2023-08-20 00:00:00,5.882941537450353,0.5
600333.SH长春燃气,-2.5146220618640442,-3.272415724991153,-0.7577936631271087,2023-03-09 00:00:00,-8.189641895775342,2023-04-24 00:00:00,6.042113128445932,2023-06-27 00:00:00,-9.221682009710783,2023-08-22 00:00:00,4.3205659295871115,0.7692307692307693
300727.SZ润禾材料,-2.55747249682885,-3.314453557470814,-0.756981060641964,2023-04-27 00:00:00,-9.230810125245277,2023-03-20 00:00:00,3.6585083675045293,2023-07-17 00:00:00,-9.36997295848789,2023-06-06 00:00:00,3.4012415710706594,0.5192307692307693
002264.SZ新华都,-1.8451569816429154,-2.6011011003205393,-0.7559441186776239,2023-04-06 00:00:00,-8.015763493861035,2023-05-31 00:00:00,6.710276220909557,2023-07-19 00:00:00,-8.161141901507186,2023-09-28 00:00:00,4.796940450352652,0.40425531914893614
300569.SZ天能重工,-1.844082244685452,-2.599796409163664,-0.7557141644782119,2023-04-28 00:00:00,-8.084942017910132,2023-02-28 00:00:00,4.9615067999354405,2023-06-27 00:00:00,-8.515916790649268,2023-08-27 00:00:00,5.303941707692773,0.2558139534883721
002096.SZ南岭民爆,-2.4861934481716625,-3.241602793132509,-0.7554093449608463,2023-03-22 00:00:00,-8.696899885446761,2023-05-07 00:00:00,6.067217390534608,2023-07-01 00:00:00,-8.831648961571766,2023-08-05 00:00:00,4.531204253326711,0.6909090909090909
002899.SZ英派斯,-1.1611297960222808,-1.9164520988050555,-0.7553223027827747,2023-02-19 00:00:00,-8.061020846505679,2023-05-05 00:00:00,5.030203352564392,2023-09-21 00:00:00,-8.91606162486093,2023-09-02 00:00:00,5.808373718816987,0.6739130434782609
002809.SZ红墙股份,-1.7999427258171183,-2.5548543163160393,-0.754911590498921,2023-04-17 00:00:00,-8.615296509736426,2023-03-05 00:00:00,5.2252064965320475,2023-06-16 00:00:00,-9.865504095316869,2023-09-01 00:00:00,4.560300762772802,0.5348837209302325
300468.SZ四方精创,-0.03673586978293521,-0.7907366826238902,-0.754000812840955,2023-05-25 00:00:00,-7.513646724676972,2023-03-29 00:00:00,6.854034434935976,2023-09-22 00:00:00,-7.957102883783457,2023-07-27 00:00:00,4.899250273598199,0.6444444444444445
600699.SH均胜电子,-0.5379663208579406,-1.2916274102931056,-0.753661089435165,2023-03-19 00:00:00,-6.86101871933263,2023-02-09 00:00:00,5.834496350783991,2023-08-14 00:00:00,-8.21765169191496,2023-06-09 00:00:00,4.898718817821668,0.47368421052631576
300539.SZ横河精密,-0.9108298450369084,-1.6639377980270131,-0.7531079529901047,2023-04-18 00:00:00,-7.94799155983708,2023-02-07 00:00:00,5.249002571043652,2023-06-17 00:00:00,-8.404564740877895,2023-08-06 00:00:00,4.682324259348931,0.6176470588235294
600538.SH国发股份,-1.519891109138542,-2.2723146681623105,-0.7524235590237685,2023-03-09 00:00:00,-8.243794565212028,2023-03-01 00:00:00,4.845549203549688,2023-09-05 00:00:00,-8.944016356860832,2023-07-22 00:00:00,3.7893390963573763,0.6739130434782609
600239.SH云南城投,-1.7643912478290886,-2.5164039132274465,-0.7520126653983579,2023-03-13 00:00:00,-7.603648417848447,2023-04-30 00:00:00,5.359311883833315,2023-07-11 00:00:00,-7.905523449672104,2023-08-28 00:00:00,4.3863640518950024,0.42857142857142855
600295.SH鄂尔多斯,-1.5914457559940223,-2.342063839165027,-0.7506180831710045,2023-03-15 00:00:00,-10.0,2023-04-27 00:00:00,4.9789146359492955,2023-07-13 00:00:00,-8.342426200647981,2023-08-25 00:00:00,3.350789640417857,0.7254901960784313
300369.SZ绿盟科技,-1.7818105112568345,-2.531516515100194,-0.7497060038433594,2023-04-21 00:00:00,-8.429493584972754,2023-04-01 00:00:00,6.733426704286016,2023-06-20 00:00:00,-8.219963397154238,2023-09-28 00:00:00,4.499523509795894,0.3888888888888889
300429.SZ强力新材,0.0996253719130642,-0.6498968563473615,-0.7495222282604257,2023-04-17 00:00:00,-7.6095343142405225,2023-04-02 00:00:00,5.8636143880496325,2023-08-15 00:00:00,-8.209677370999017,2023-09-29 00:00:00,5.086091983495412,0.65
603722.SH阿科力,0.11762191797158629,-0.6318122105907391,-0.7494341285623254,2023-04-18 00:00:00,-6.819081235674325,2023-03-06 00:00:00,8.321432145185078,2023-08-04 00:00:00,-7.574398311548965,2023-07-04 00:00:00,7.290480455148667,0.6216216216216216
603636.SH南威软件,-0.8342984425020348,-1.5831812415520976,-0.7488827990500628,2023-04-21 00:00:00,-7.617960192948233,2023-04-02 00:00:00,7.207464946739878,2023-06-20 00:00:00,-7.3702278188511405,2023-07-31 00:00:00,4.989772181148858,0.574468085106383
300663.SZ科蓝软件,0.6273822220427155,-0.11948280647362293,-0.7468650285163385,2023-04-18 00:00:00,-6.591722774316151,2023-04-02 00:00:00,6.997633032164711,2023-06-17 00:00:00,-6.291976640216239,2023-08-27 00:00:00,5.885117745786395,0.6818181818181818
300534.SZ陇神戎发,-1.732968427014835,-2.478839768150994,-0.7458713411361593,2023-02-27 00:00:00,-8.310581135229985,2023-04-24 00:00:00,5.273176195875238,2023-06-27 00:00:00,-9.177458878264863,2023-08-22 00:00:00,4.228554807161779,0.3157894736842105
600983.SH惠而浦,-0.2309298201726059,-0.9767619994693785,-0.7458321792967726,2023-03-15 00:00:00,-9.436531615981574,2023-02-20 00:00:00,5.8409932986544755,2023-09-05 00:00:00,-8.512364650753124,2023-06-20 00:00:00,5.128749168211511,0.625
600780.SH通宝能源,-0.08083350614769284,-0.8261594159930282,-0.7453259098453354,2023-03-09 00:00:00,-8.10833493791429,2023-03-01 00:00:00,7.527996048336036,2023-07-07 00:00:00,-6.5689034942098115,2023-08-28 00:00:00,5.857137669127552,0.5918367346938775
603912.SH佳力图,-2.788224758455357,-3.5330323564090778,-0.7448075979537205,2023-03-03 00:00:00,-8.261044959357124,2023-04-22 00:00:00,4.870964371090073,2023-07-08 00:00:00,-9.093473106849505,2023-08-20 00:00:00,4.6168454644227515,0.265625
603615.SH茶花股份,-0.9706023495432983,-1.7151197975966896,-0.7445174480533914,2023-03-25 00:00:00,-7.188707806385217,2023-05-28 00:00:00,7.170802722654667,2023-08-15 00:00:00,-8.050979704039491,2023-07-27 00:00:00,5.867823402362076,0.7073170731707317
002653.SZ海思科,0.8100859024205295,0.06625536421395527,-0.7438305382065742,2023-03-19 00:00:00,-5.9462574464480005,2023-04-14 00:00:00,6.356437028019237,2023-09-15 00:00:00,-7.663020653967443,2023-07-12 00:00:00,6.551236966340813,0.5714285714285714
600105.SH永鼎股份,0.6337618975150212,-0.10955568722408103,-0.7433175847391023,2023-02-03 00:00:00,-6.405887434710857,2023-04-24 00:00:00,8.131201069892573,2023-07-01 00:00:00,-6.621212383733285,2023-08-22 00:00:00,7.101330831606827,0.5102040816326531
002339.SZ积成电子,-0.12828513783333775,-0.8712299971592496,-0.7429448593259119,2023-03-09 00:00:00,-6.796548668028183,2023-02-11 00:00:00,7.600048115831119,2023-09-05 00:00:00,-6.610162117585059,2023-08-10 00:00:00,5.7498378824149405,0.5833333333333334
300412.SZ迦南科技,-1.6648056860329783,-2.407700480120039,-0.7428947940870607,2023-05-02 00:00:00,-8.055344268502074,2023-05-09 00:00:00,6.9879868111817975,2023-07-01 00:00:00,-8.702551239964876,2023-07-08 00:00:00,4.909230380590753,0.6976744186046512
000899.SZ赣能股份,-0.9301966043296126,-1.672321201047275,-0.7421245967176624,2023-04-02 00:00:00,-7.398043340044592,2023-04-24 00:00:00,6.068374425327676,2023-09-05 00:00:00,-7.745285112945979,2023-06-02 00:00:00,4.8233241627645,0.5128205128205128
603089.SH正裕工业,-1.2350048581250774,-1.9766758710465278,-0.7416710129214503,2023-04-21 00:00:00,-8.248451942231483,2023-05-31 00:00:00,5.710136848832743,2023-06-20 00:00:00,-8.782563438180333,2023-07-30 00:00:00,4.562028910521141,0.7346938775510204
603798.SH康普顿,0.6185558278656712,-0.12297568198324677,-0.7415315098489179,2023-04-18 00:00:00,-7.265504460232865,2023-05-31 00:00:00,7.657859745819029,2023-06-17 00:00:00,-7.566686791901155,2023-09-28 00:00:00,5.679156535913431,0.5681818181818182
300636.SZ同和药业,-1.992473540168916,-2.7326256029902214,-0.7401520628213054,2023-05-16 00:00:00,-7.7835695143071515,2023-02-12 00:00:00,4.249363376000238,2023-07-01 00:00:00,-9.012428998310572,2023-08-11 00:00:00,3.962949587501436,0.6363636363636364
300639.SZ凯普生物,-0.5150163558685358,-1.255153446928172,-0.7401370910596362,2023-05-24 00:00:00,-8.98431110998809,2023-02-09 00:00:00,6.2405241426736175,2023-07-23 00:00:00,-7.541062694682383,2023-08-08 00:00:00,5.242967936188449,0.6578947368421053
002546.SZ新联电子,0.01728571355871171,-0.7220813486478043,-0.7393670622065159,2023-03-09 00:00:00,-7.619290088641645,2023-05-17 00:00:00,6.6056084515660745,2023-09-05 00:00:00,-7.210306154045212,2023-08-12 00:00:00,5.149693845954788,0.5121951219512195
000937.SZ冀中能源,-2.433090275866848,-3.1721123156455,-0.7390220397786518,2023-03-09 00:00:00,-8.16814376125028,2023-04-23 00:00:00,5.66952922970532,2023-06-15 00:00:00,-8.450713975683637,2023-08-21 00:00:00,4.402458691517262,0.3018867924528302
600151.SH航天机电,-1.3030570402810104,-2.041934609868332,-0.7388775695873218,2023-03-10 00:00:00,-7.474050311066931,2023-02-23 00:00:00,6.771892574461518,2023-07-08 00:00:00,-7.237000366315492,2023-08-22 00:00:00,5.238012589554166,0.64
600461.SH洪城环境,-0.8958895691500839,-1.6345541623668831,-0.7386645932167992,2023-04-02 00:00:00,-8.4319937533065,2023-02-25 00:00:00,7.016180033399915,2023-07-31 00:00:00,-7.206482367879216,2023-08-24 00:00:00,5.315383956687441,0.46511627906976744
000627.SZ天茂集团,-0.34220104274065055,-1.0801177749757456,-0.737916732235095,2023-03-09 00:00:00,-8.087631634230744,2023-04-24 00:00:00,6.066016679353575,2023-09-05 00:00:00,-8.077498465124249,2023-06-23 00:00:00,5.113493759604726,0.6764705882352942
603881.SH数据港,-1.5342929922509778,-2.2705517722164323,-0.7362587799654545,2023-05-06 00:00:00,-7.865377762859403,2023-02-23 00:00:00,5.990099916196226,2023-07-05 00:00:00,-7.25397547222726,2023-08-22 00:00:00,5.151687536775568,0.34146341463414637
300778.SZ新城市,1.0339696146417225,0.2986180969805974,-0.7353515176611252,2023-02-17 00:00:00,-5.496107500106531,2023-03-06 00:00:00,10.000000000000002,2023-06-17 00:00:00,-4.72,2023-07-04 00:00:00,7.640000000000002,0.7777777777777778
300889.SZ爱克股份,2.3221189638142237,1.587194795254547,-0.7349241685596766,2023-04-18 00:00:00,-5.887783762570993,2023-03-26 00:00:00,9.291023848742896,2023-06-17 00:00:00,-4.719999999999999,2023-07-24 00:00:00,7.640000000000001,0.5789473684210527
603589.SH口子窖,-1.8953828515443067,-2.6284580281087755,-0.7330751765644687,2023-03-13 00:00:00,-8.32106950965299,2023-05-15 00:00:00,4.245023876903604,2023-07-11 00:00:00,-9.460288473605809,2023-09-12 00:00:00,3.7995381873658167,0.5681818181818182
300439.SZ美康生物,-2.3315984788979276,-3.0643408111571935,-0.7327423322592659,2023-02-05 00:00:00,-7.902638187207774,2023-04-01 00:00:00,5.364593272236206,2023-08-04 00:00:00,-8.479200574488654,2023-09-28 00:00:00,4.341664253988624,0.6122448979591837
